flight_id,departure_date,airline_name,airline_type,airline_country,destination,price,is_weekend,is_peak_season,season_multiplier,day_of_week,month
28,2026-01-28,대한항공,FSC,KR,도쿄(나리타),327329,False,False,1.2,Wednesday,1
29,2026-01-29,대한항공,FSC,KR,도쿄(나리타),332432,False,False,1.2,Thursday,1
30,2026-01-30,대한항공,FSC,KR,도쿄(나리타),296792,False,False,1.2,Friday,1
31,2026-01-31,대한항공,FSC,KR,도쿄(나리타),333420,True,False,1.2,Saturday,1
32,2026-02-01,대한항공,FSC,KR,도쿄(나리타),304891,True,False,1.2,Sunday,2
33,2026-02-02,대한항공,FSC,KR,도쿄(나리타),298006,False,False,1.2,Monday,2
34,2026-02-03,대한항공,FSC,KR,도쿄(나리타),355703,False,False,1.2,Tuesday,2
35,2026-02-04,대한항공,FSC,KR,도쿄(나리타),356796,False,False,1.2,Wednesday,2
36,2026-02-05,대한항공,FSC,KR,도쿄(나리타),346532,False,False,1.2,Thursday,2
37,2026-02-06,대한항공,FSC,KR,도쿄(나리타),313645,False,False,1.2,Friday,2
38,2026-02-07,대한항공,FSC,KR,도쿄(나리타),300136,True,False,1.2,Saturday,2
39,2026-02-08,대한항공,FSC,KR,도쿄(나리타),338426,True,False,1.2,Sunday,2
40,2026-02-09,대한항공,FSC,KR,도쿄(나리타),322493,False,False,1.2,Monday,2
41,2026-02-10,대한항공,FSC,KR,도쿄(나리타),301726,False,False,1.2,Tuesday,2
42,2026-02-11,대한항공,FSC,KR,도쿄(나리타),326085,False,False,1.2,Wednesday,2
43,2026-02-12,대한항공,FSC,KR,도쿄(나리타),296004,False,False,1.2,Thursday,2
44,2026-02-13,대한항공,FSC,KR,도쿄(나리타),353120,False,False,1.2,Friday,2
45,2026-02-14,대한항공,FSC,KR,도쿄(나리타),310653,True,False,1.2,Saturday,2
46,2026-02-15,대한항공,FSC,KR,도쿄(나리타),337009,True,False,1.2,Sunday,2
47,2026-02-16,대한항공,FSC,KR,도쿄(나리타),314108,False,False,1.2,Monday,2
48,2026-02-17,대한항공,FSC,KR,도쿄(나리타),327710,False,False,1.2,Tuesday,2
49,2026-02-18,대한항공,FSC,KR,도쿄(나리타),329449,False,False,1.2,Wednesday,2
50,2026-02-19,대한항공,FSC,KR,도쿄(나리타),305827,False,False,1.2,Thursday,2
51,2026-02-20,대한항공,FSC,KR,도쿄(나리타),357054,False,False,1.2,Friday,2
52,2026-02-21,대한항공,FSC,KR,도쿄(나리타),344360,True,False,1.2,Saturday,2
53,2026-02-22,대한항공,FSC,KR,도쿄(나리타),355090,True,False,1.2,Sunday,2
54,2026-02-23,대한항공,FSC,KR,도쿄(나리타),352174,False,False,1.2,Monday,2
55,2026-02-24,대한항공,FSC,KR,도쿄(나리타),332790,False,False,1.2,Tuesday,2
56,2026-02-25,대한항공,FSC,KR,도쿄(나리타),353939,False,False,1.2,Wednesday,2
57,2026-02-26,대한항공,FSC,KR,도쿄(나리타),299536,False,False,1.2,Thursday,2
58,2026-02-27,대한항공,FSC,KR,도쿄(나리타),306553,False,False,1.2,Friday,2
59,2026-02-28,대한항공,FSC,KR,도쿄(나리타),296712,True,False,1.2,Saturday,2
60,2026-03-01,대한항공,FSC,KR,도쿄(나리타),341247,True,False,1.3,Sunday,3
61,2026-03-02,대한항공,FSC,KR,도쿄(나리타),345727,False,False,1.3,Monday,3
62,2026-03-03,대한항공,FSC,KR,도쿄(나리타),337429,False,False,1.3,Tuesday,3
63,2026-03-04,대한항공,FSC,KR,도쿄(나리타),376848,False,False,1.3,Wednesday,3
64,2026-03-05,대한항공,FSC,KR,도쿄(나리타),343469,False,False,1.3,Thursday,3
65,2026-03-06,대한항공,FSC,KR,도쿄(나리타),338107,False,False,1.3,Friday,3
66,2026-03-07,대한항공,FSC,KR,도쿄(나리타),356619,True,False,1.3,Saturday,3
67,2026-03-08,대한항공,FSC,KR,도쿄(나리타),328206,True,False,1.3,Sunday,3
68,2026-03-09,대한항공,FSC,KR,도쿄(나리타),374971,False,False,1.3,Monday,3
69,2026-03-10,대한항공,FSC,KR,도쿄(나리타),323512,False,False,1.3,Tuesday,3
70,2026-03-11,대한항공,FSC,KR,도쿄(나리타),388032,False,False,1.3,Wednesday,3
71,2026-03-12,대한항공,FSC,KR,도쿄(나리타),372853,False,False,1.3,Thursday,3
72,2026-03-13,대한항공,FSC,KR,도쿄(나리타),332293,False,False,1.3,Friday,3
73,2026-03-14,대한항공,FSC,KR,도쿄(나리타),318630,True,False,1.3,Saturday,3
74,2026-03-15,대한항공,FSC,KR,도쿄(나리타),375909,True,False,1.3,Sunday,3
75,2026-03-16,대한항공,FSC,KR,도쿄(나리타),368228,False,False,1.3,Monday,3
76,2026-03-17,대한항공,FSC,KR,도쿄(나리타),369795,False,False,1.3,Tuesday,3
77,2026-03-18,대한항공,FSC,KR,도쿄(나리타),372784,False,False,1.3,Wednesday,3
78,2026-03-19,대한항공,FSC,KR,도쿄(나리타),323476,False,False,1.3,Thursday,3
79,2026-03-20,대한항공,FSC,KR,도쿄(나리타),422880,False,True,1.6,Friday,3
80,2026-03-21,대한항공,FSC,KR,도쿄(나리타),401765,True,True,1.6,Saturday,3
81,2026-03-22,대한항공,FSC,KR,도쿄(나리타),466804,True,True,1.6,Sunday,3
82,2026-03-23,대한항공,FSC,KR,도쿄(나리타),445931,False,True,1.6,Monday,3
83,2026-03-24,대한항공,FSC,KR,도쿄(나리타),420481,False,True,1.6,Tuesday,3
84,2026-03-25,대한항공,FSC,KR,도쿄(나리타),397212,False,True,1.6,Wednesday,3
85,2026-03-26,대한항공,FSC,KR,도쿄(나리타),418747,False,True,1.6,Thursday,3
86,2026-03-27,대한항공,FSC,KR,도쿄(나리타),419983,False,True,1.6,Friday,3
87,2026-03-28,대한항공,FSC,KR,도쿄(나리타),455184,True,True,1.6,Saturday,3
88,2026-03-29,대한항공,FSC,KR,도쿄(나리타),447173,True,True,1.6,Sunday,3
89,2026-03-30,대한항공,FSC,KR,도쿄(나리타),468902,False,True,1.6,Monday,3
90,2026-03-31,대한항공,FSC,KR,도쿄(나리타),432781,False,True,1.6,Tuesday,3
91,2026-04-01,대한항공,FSC,KR,도쿄(나리타),402089,False,True,1.6,Wednesday,4
92,2026-04-02,대한항공,FSC,KR,도쿄(나리타),453760,False,True,1.6,Thursday,4
93,2026-04-03,대한항공,FSC,KR,도쿄(나리타),457898,False,True,1.6,Friday,4
94,2026-04-04,대한항공,FSC,KR,도쿄(나리타),440533,True,True,1.6,Saturday,4
95,2026-04-05,대한항공,FSC,KR,도쿄(나리타),458784,True,True,1.6,Sunday,4
96,2026-04-06,대한항공,FSC,KR,도쿄(나리타),434659,False,True,1.6,Monday,4
97,2026-04-07,대한항공,FSC,KR,도쿄(나리타),437178,False,True,1.6,Tuesday,4
98,2026-04-08,대한항공,FSC,KR,도쿄(나리타),428893,False,True,1.6,Wednesday,4
99,2026-04-09,대한항공,FSC,KR,도쿄(나리타),393892,False,True,1.6,Thursday,4
100,2026-04-10,대한항공,FSC,KR,도쿄(나리타),401070,False,True,1.6,Friday,4
101,2026-04-11,대한항공,FSC,KR,도쿄(나리타),394415,True,True,1.6,Saturday,4
102,2026-04-12,대한항공,FSC,KR,도쿄(나리타),447073,True,True,1.6,Sunday,4
103,2026-04-13,대한항공,FSC,KR,도쿄(나리타),419041,False,True,1.6,Monday,4
104,2026-04-14,대한항공,FSC,KR,도쿄(나리타),435945,False,True,1.6,Tuesday,4
105,2026-04-15,대한항공,FSC,KR,도쿄(나리타),470674,False,True,1.6,Wednesday,4
106,2026-04-16,대한항공,FSC,KR,도쿄(나리타),335869,False,False,1.3,Thursday,4
107,2026-04-17,대한항공,FSC,KR,도쿄(나리타),347262,False,False,1.3,Friday,4
108,2026-04-18,대한항공,FSC,KR,도쿄(나리타),371672,True,False,1.3,Saturday,4
109,2026-04-19,대한항공,FSC,KR,도쿄(나리타),334420,True,False,1.3,Sunday,4
110,2026-04-20,대한항공,FSC,KR,도쿄(나리타),323684,False,False,1.3,Monday,4
111,2026-04-21,대한항공,FSC,KR,도쿄(나리타),338731,False,False,1.3,Tuesday,4
112,2026-04-22,대한항공,FSC,KR,도쿄(나리타),329641,False,False,1.3,Wednesday,4
113,2026-04-23,대한항공,FSC,KR,도쿄(나리타),383988,False,False,1.3,Thursday,4
114,2026-04-24,대한항공,FSC,KR,도쿄(나리타),375390,False,False,1.3,Friday,4
115,2026-04-25,대한항공,FSC,KR,도쿄(나리타),363034,True,False,1.3,Saturday,4
116,2026-04-26,대한항공,FSC,KR,도쿄(나리타),379869,True,False,1.3,Sunday,4
117,2026-04-27,대한항공,FSC,KR,도쿄(나리타),375075,False,False,1.3,Monday,4
118,2026-04-28,대한항공,FSC,KR,도쿄(나리타),433413,False,True,1.7,Tuesday,4
119,2026-04-29,대한항공,FSC,KR,도쿄(나리타),498703,False,True,1.7,Wednesday,4
120,2026-04-30,대한항공,FSC,KR,도쿄(나리타),466038,False,True,1.7,Thursday,4
121,2026-05-01,대한항공,FSC,KR,도쿄(나리타),548577,False,True,1.9,Friday,5
122,2026-05-02,대한항공,FSC,KR,도쿄(나리타),557739,True,True,1.9,Saturday,5
123,2026-05-03,대한항공,FSC,KR,도쿄(나리타),497988,True,True,1.9,Sunday,5
124,2026-05-04,대한항공,FSC,KR,도쿄(나리타),476494,False,True,1.9,Monday,5
125,2026-05-05,대한항공,FSC,KR,도쿄(나리타),488679,False,True,1.9,Tuesday,5
126,2026-05-06,대한항공,FSC,KR,도쿄(나리타),509265,False,True,1.9,Wednesday,5
127,2026-05-07,대한항공,FSC,KR,도쿄(나리타),289300,False,False,1.0,Thursday,5
128,2026-05-08,대한항공,FSC,KR,도쿄(나리타),291623,False,False,1.0,Friday,5
129,2026-05-09,대한항공,FSC,KR,도쿄(나리타),245178,True,False,1.0,Saturday,5
130,2026-05-10,대한항공,FSC,KR,도쿄(나리타),272584,True,False,1.0,Sunday,5
131,2026-05-11,대한항공,FSC,KR,도쿄(나리타),267507,False,False,1.0,Monday,5
132,2026-05-12,대한항공,FSC,KR,도쿄(나리타),256882,False,False,1.0,Tuesday,5
133,2026-05-13,대한항공,FSC,KR,도쿄(나리타),251320,False,False,1.0,Wednesday,5
134,2026-05-14,대한항공,FSC,KR,도쿄(나리타),263166,False,False,1.0,Thursday,5
135,2026-05-15,대한항공,FSC,KR,도쿄(나리타),296094,False,False,1.0,Friday,5
136,2026-05-16,대한항공,FSC,KR,도쿄(나리타),262382,True,False,1.0,Saturday,5
137,2026-05-17,대한항공,FSC,KR,도쿄(나리타),273022,True,False,1.0,Sunday,5
138,2026-05-18,대한항공,FSC,KR,도쿄(나리타),283044,False,False,1.0,Monday,5
139,2026-05-19,대한항공,FSC,KR,도쿄(나리타),264581,False,False,1.0,Tuesday,5
140,2026-05-20,대한항공,FSC,KR,도쿄(나리타),297664,False,False,1.0,Wednesday,5
141,2026-05-21,대한항공,FSC,KR,도쿄(나리타),297157,False,False,1.0,Thursday,5
142,2026-05-22,대한항공,FSC,KR,도쿄(나리타),258496,False,False,1.0,Friday,5
143,2026-05-23,대한항공,FSC,KR,도쿄(나리타),271850,True,False,1.0,Saturday,5
144,2026-05-24,대한항공,FSC,KR,도쿄(나리타),261167,True,False,1.0,Sunday,5
145,2026-05-25,대한항공,FSC,KR,도쿄(나리타),260295,False,False,1.0,Monday,5
146,2026-05-26,대한항공,FSC,KR,도쿄(나리타),246806,False,False,1.0,Tuesday,5
147,2026-05-27,대한항공,FSC,KR,도쿄(나리타),277960,False,False,1.0,Wednesday,5
148,2026-05-28,대한항공,FSC,KR,도쿄(나리타),272145,False,False,1.0,Thursday,5
149,2026-05-29,대한항공,FSC,KR,도쿄(나리타),247600,False,False,1.0,Friday,5
150,2026-05-30,대한항공,FSC,KR,도쿄(나리타),259958,True,False,1.0,Saturday,5
151,2026-05-31,대한항공,FSC,KR,도쿄(나리타),294209,True,False,1.0,Sunday,5
152,2026-06-01,대한항공,FSC,KR,도쿄(나리타),219157,False,False,0.85,Monday,6
153,2026-06-02,대한항공,FSC,KR,도쿄(나리타),214779,False,False,0.85,Tuesday,6
154,2026-06-03,대한항공,FSC,KR,도쿄(나리타),230712,False,False,0.85,Wednesday,6
155,2026-06-04,대한항공,FSC,KR,도쿄(나리타),253656,False,False,0.85,Thursday,6
156,2026-06-05,대한항공,FSC,KR,도쿄(나리타),219272,False,False,0.85,Friday,6
157,2026-06-06,대한항공,FSC,KR,도쿄(나리타),239159,True,False,0.85,Saturday,6
158,2026-06-07,대한항공,FSC,KR,도쿄(나리타),243297,True,False,0.85,Sunday,6
159,2026-06-08,대한항공,FSC,KR,도쿄(나리타),219068,False,False,0.85,Monday,6
160,2026-06-09,대한항공,FSC,KR,도쿄(나리타),241752,False,False,0.85,Tuesday,6
161,2026-06-10,대한항공,FSC,KR,도쿄(나리타),225086,False,False,0.85,Wednesday,6
162,2026-06-11,대한항공,FSC,KR,도쿄(나리타),237317,False,False,0.85,Thursday,6
163,2026-06-12,대한항공,FSC,KR,도쿄(나리타),237374,False,False,0.85,Friday,6
164,2026-06-13,대한항공,FSC,KR,도쿄(나리타),232854,True,False,0.85,Saturday,6
165,2026-06-14,대한항공,FSC,KR,도쿄(나리타),212254,True,False,0.85,Sunday,6
166,2026-06-15,대한항공,FSC,KR,도쿄(나리타),246704,False,False,0.85,Monday,6
167,2026-06-16,대한항공,FSC,KR,도쿄(나리타),222912,False,False,0.85,Tuesday,6
168,2026-06-17,대한항공,FSC,KR,도쿄(나리타),216704,False,False,0.85,Wednesday,6
169,2026-06-18,대한항공,FSC,KR,도쿄(나리타),209965,False,False,0.85,Thursday,6
170,2026-06-19,대한항공,FSC,KR,도쿄(나리타),235402,False,False,0.85,Friday,6
171,2026-06-20,대한항공,FSC,KR,도쿄(나리타),239410,True,False,0.85,Saturday,6
172,2026-06-21,대한항공,FSC,KR,도쿄(나리타),208847,True,False,0.85,Sunday,6
173,2026-06-22,대한항공,FSC,KR,도쿄(나리타),231759,False,False,0.85,Monday,6
174,2026-06-23,대한항공,FSC,KR,도쿄(나리타),218553,False,False,0.85,Tuesday,6
175,2026-06-24,대한항공,FSC,KR,도쿄(나리타),237912,False,False,0.85,Wednesday,6
176,2026-06-25,대한항공,FSC,KR,도쿄(나리타),216142,False,False,0.85,Thursday,6
177,2026-06-26,대한항공,FSC,KR,도쿄(나리타),240028,False,False,0.85,Friday,6
178,2026-06-27,대한항공,FSC,KR,도쿄(나리타),225962,True,False,0.85,Saturday,6
179,2026-06-28,대한항공,FSC,KR,도쿄(나리타),251394,True,False,0.85,Sunday,6
180,2026-06-29,대한항공,FSC,KR,도쿄(나리타),214438,False,False,0.85,Monday,6
181,2026-06-30,대한항공,FSC,KR,도쿄(나리타),223850,False,False,0.85,Tuesday,6
182,2026-07-01,대한항공,FSC,KR,도쿄(나리타),451751,False,True,1.8,Wednesday,7
183,2026-07-02,대한항공,FSC,KR,도쿄(나리타),531185,False,True,1.8,Thursday,7
184,2026-07-03,대한항공,FSC,KR,도쿄(나리타),526549,False,True,1.8,Friday,7
185,2026-07-04,대한항공,FSC,KR,도쿄(나리타),465897,True,True,1.8,Saturday,7
186,2026-07-05,대한항공,FSC,KR,도쿄(나리타),505265,True,True,1.8,Sunday,7
187,2026-07-06,대한항공,FSC,KR,도쿄(나리타),520662,False,True,1.8,Monday,7
188,2026-07-07,대한항공,FSC,KR,도쿄(나리타),495005,False,True,1.8,Tuesday,7
189,2026-07-08,대한항공,FSC,KR,도쿄(나리타),492503,False,True,1.8,Wednesday,7
190,2026-07-09,대한항공,FSC,KR,도쿄(나리타),464322,False,True,1.8,Thursday,7
191,2026-07-10,대한항공,FSC,KR,도쿄(나리타),449756,False,True,1.8,Friday,7
192,2026-07-11,대한항공,FSC,KR,도쿄(나리타),528495,True,True,1.8,Saturday,7
193,2026-07-12,대한항공,FSC,KR,도쿄(나리타),528808,True,True,1.8,Sunday,7
194,2026-07-13,대한항공,FSC,KR,도쿄(나리타),502633,False,True,1.8,Monday,7
195,2026-07-14,대한항공,FSC,KR,도쿄(나리타),473837,False,True,1.8,Tuesday,7
196,2026-07-15,대한항공,FSC,KR,도쿄(나리타),474834,False,True,1.8,Wednesday,7
197,2026-07-16,대한항공,FSC,KR,도쿄(나리타),511725,False,True,1.8,Thursday,7
198,2026-07-17,대한항공,FSC,KR,도쿄(나리타),528485,False,True,1.8,Friday,7
199,2026-07-18,대한항공,FSC,KR,도쿄(나리타),527503,True,True,1.8,Saturday,7
200,2026-07-19,대한항공,FSC,KR,도쿄(나리타),517005,True,True,1.8,Sunday,7
201,2026-07-20,대한항공,FSC,KR,도쿄(나리타),559453,False,True,2.0,Monday,7
202,2026-07-21,대한항공,FSC,KR,도쿄(나리타),498754,False,True,2.0,Tuesday,7
203,2026-07-22,대한항공,FSC,KR,도쿄(나리타),507185,False,True,2.0,Wednesday,7
204,2026-07-23,대한항공,FSC,KR,도쿄(나리타),587362,False,True,2.0,Thursday,7
205,2026-07-24,대한항공,FSC,KR,도쿄(나리타),555579,False,True,2.0,Friday,7
206,2026-07-25,대한항공,FSC,KR,도쿄(나리타),490600,True,True,2.0,Saturday,7
207,2026-07-26,대한항공,FSC,KR,도쿄(나리타),500640,True,True,2.0,Sunday,7
208,2026-07-27,대한항공,FSC,KR,도쿄(나리타),561788,False,True,2.0,Monday,7
209,2026-07-28,대한항공,FSC,KR,도쿄(나리타),490150,False,True,2.0,Tuesday,7
210,2026-07-29,대한항공,FSC,KR,도쿄(나리타),507095,False,True,2.0,Wednesday,7
211,2026-07-30,대한항공,FSC,KR,도쿄(나리타),549302,False,True,2.0,Thursday,7
212,2026-07-31,대한항공,FSC,KR,도쿄(나리타),564878,False,True,2.0,Friday,7
213,2026-08-01,대한항공,FSC,KR,도쿄(나리타),616586,True,True,2.2,Saturday,8
214,2026-08-02,대한항공,FSC,KR,도쿄(나리타),565400,True,True,2.2,Sunday,8
215,2026-08-03,대한항공,FSC,KR,도쿄(나리타),623793,False,True,2.2,Monday,8
216,2026-08-04,대한항공,FSC,KR,도쿄(나리타),566953,False,True,2.2,Tuesday,8
217,2026-08-05,대한항공,FSC,KR,도쿄(나리타),577503,False,True,2.2,Wednesday,8
218,2026-08-06,대한항공,FSC,KR,도쿄(나리타),627900,False,True,2.2,Thursday,8
219,2026-08-07,대한항공,FSC,KR,도쿄(나리타),616308,False,True,2.2,Friday,8
220,2026-08-08,대한항공,FSC,KR,도쿄(나리타),640195,True,True,2.2,Saturday,8
221,2026-08-09,대한항공,FSC,KR,도쿄(나리타),617263,True,True,2.2,Sunday,8
222,2026-08-10,대한항공,FSC,KR,도쿄(나리타),606575,False,True,2.2,Monday,8
223,2026-08-11,대한항공,FSC,KR,도쿄(나리타),549770,False,True,2.2,Tuesday,8
224,2026-08-12,대한항공,FSC,KR,도쿄(나리타),582568,False,True,2.2,Wednesday,8
225,2026-08-13,대한항공,FSC,KR,도쿄(나리타),570299,False,True,2.2,Thursday,8
226,2026-08-14,대한항공,FSC,KR,도쿄(나리타),567760,False,True,2.2,Friday,8
227,2026-08-15,대한항공,FSC,KR,도쿄(나리타),655009,True,True,2.2,Saturday,8
228,2026-08-16,대한항공,FSC,KR,도쿄(나리타),479132,True,True,1.8,Sunday,8
229,2026-08-17,대한항공,FSC,KR,도쿄(나리타),527989,False,True,1.8,Monday,8
230,2026-08-18,대한항공,FSC,KR,도쿄(나리타),502441,False,True,1.8,Tuesday,8
231,2026-08-19,대한항공,FSC,KR,도쿄(나리타),518467,False,True,1.8,Wednesday,8
232,2026-08-20,대한항공,FSC,KR,도쿄(나리타),489858,False,True,1.8,Thursday,8
233,2026-08-21,대한항공,FSC,KR,도쿄(나리타),497130,False,True,1.8,Friday,8
234,2026-08-22,대한항공,FSC,KR,도쿄(나리타),488867,True,True,1.8,Saturday,8
235,2026-08-23,대한항공,FSC,KR,도쿄(나리타),459758,True,True,1.8,Sunday,8
236,2026-08-24,대한항공,FSC,KR,도쿄(나리타),511382,False,True,1.8,Monday,8
237,2026-08-25,대한항공,FSC,KR,도쿄(나리타),468133,False,True,1.8,Tuesday,8
238,2026-08-26,대한항공,FSC,KR,도쿄(나리타),443021,False,True,1.8,Wednesday,8
239,2026-08-27,대한항공,FSC,KR,도쿄(나리타),503844,False,True,1.8,Thursday,8
240,2026-08-28,대한항공,FSC,KR,도쿄(나리타),457982,False,True,1.8,Friday,8
241,2026-08-29,대한항공,FSC,KR,도쿄(나리타),532729,True,True,1.8,Saturday,8
242,2026-08-30,대한항공,FSC,KR,도쿄(나리타),534048,True,True,1.8,Sunday,8
243,2026-08-31,대한항공,FSC,KR,도쿄(나리타),530223,False,True,1.8,Monday,8
244,2026-09-01,대한항공,FSC,KR,도쿄(나리타),238442,False,False,0.9,Tuesday,9
245,2026-09-02,대한항공,FSC,KR,도쿄(나리타),221076,False,False,0.9,Wednesday,9
246,2026-09-03,대한항공,FSC,KR,도쿄(나리타),265770,False,False,0.9,Thursday,9
247,2026-09-04,대한항공,FSC,KR,도쿄(나리타),241283,False,False,0.9,Friday,9
248,2026-09-05,대한항공,FSC,KR,도쿄(나리타),267647,True,False,0.9,Saturday,9
249,2026-09-06,대한항공,FSC,KR,도쿄(나리타),267498,True,False,0.9,Sunday,9
250,2026-09-07,대한항공,FSC,KR,도쿄(나리타),262083,False,False,0.9,Monday,9
251,2026-09-08,대한항공,FSC,KR,도쿄(나리타),234736,False,False,0.9,Tuesday,9
252,2026-09-09,대한항공,FSC,KR,도쿄(나리타),239174,False,False,0.9,Wednesday,9
253,2026-09-10,대한항공,FSC,KR,도쿄(나리타),261991,False,False,0.9,Thursday,9
254,2026-09-11,대한항공,FSC,KR,도쿄(나리타),235836,False,False,0.9,Friday,9
255,2026-09-12,대한항공,FSC,KR,도쿄(나리타),228618,True,False,0.9,Saturday,9
256,2026-09-13,대한항공,FSC,KR,도쿄(나리타),247580,True,False,0.9,Sunday,9
257,2026-09-14,대한항공,FSC,KR,도쿄(나리타),266154,False,False,0.9,Monday,9
258,2026-09-15,대한항공,FSC,KR,도쿄(나리타),254397,False,False,0.9,Tuesday,9
259,2026-09-16,대한항공,FSC,KR,도쿄(나리타),248230,False,False,0.9,Wednesday,9
260,2026-09-17,대한항공,FSC,KR,도쿄(나리타),225077,False,False,0.9,Thursday,9
261,2026-09-18,대한항공,FSC,KR,도쿄(나리타),250430,False,False,0.9,Friday,9
262,2026-09-19,대한항공,FSC,KR,도쿄(나리타),268793,True,False,0.9,Saturday,9
263,2026-09-20,대한항공,FSC,KR,도쿄(나리타),227178,True,False,0.9,Sunday,9
264,2026-09-21,대한항공,FSC,KR,도쿄(나리타),245697,False,False,0.9,Monday,9
265,2026-09-22,대한항공,FSC,KR,도쿄(나리타),263276,False,False,0.9,Tuesday,9
266,2026-09-23,대한항공,FSC,KR,도쿄(나리타),256588,False,False,0.9,Wednesday,9
267,2026-09-24,대한항공,FSC,KR,도쿄(나리타),254445,False,False,0.9,Thursday,9
268,2026-09-25,대한항공,FSC,KR,도쿄(나리타),254713,False,False,0.9,Friday,9
269,2026-09-26,대한항공,FSC,KR,도쿄(나리타),237920,True,False,0.9,Saturday,9
270,2026-09-27,대한항공,FSC,KR,도쿄(나리타),234694,True,False,0.9,Sunday,9
271,2026-09-28,대한항공,FSC,KR,도쿄(나리타),259946,False,False,0.9,Monday,9
272,2026-09-29,대한항공,FSC,KR,도쿄(나리타),259983,False,False,0.9,Tuesday,9
273,2026-09-30,대한항공,FSC,KR,도쿄(나리타),262771,False,False,0.9,Wednesday,9
274,2026-10-01,대한항공,FSC,KR,도쿄(나리타),353376,False,False,1.2,Thursday,10
275,2026-10-02,대한항공,FSC,KR,도쿄(나리타),327140,False,False,1.2,Friday,10
276,2026-10-03,대한항공,FSC,KR,도쿄(나리타),326498,True,False,1.2,Saturday,10
277,2026-10-04,대한항공,FSC,KR,도쿄(나리타),345872,True,False,1.2,Sunday,10
278,2026-10-05,대한항공,FSC,KR,도쿄(나리타),336189,False,False,1.2,Monday,10
279,2026-10-06,대한항공,FSC,KR,도쿄(나리타),339584,False,False,1.2,Tuesday,10
280,2026-10-07,대한항공,FSC,KR,도쿄(나리타),345709,False,False,1.2,Wednesday,10
281,2026-10-08,대한항공,FSC,KR,도쿄(나리타),351859,False,False,1.2,Thursday,10
282,2026-10-09,대한항공,FSC,KR,도쿄(나리타),315824,False,False,1.2,Friday,10
283,2026-10-10,대한항공,FSC,KR,도쿄(나리타),318278,True,False,1.2,Saturday,10
284,2026-10-11,대한항공,FSC,KR,도쿄(나리타),299895,True,False,1.2,Sunday,10
285,2026-10-12,대한항공,FSC,KR,도쿄(나리타),331510,False,False,1.2,Monday,10
286,2026-10-13,대한항공,FSC,KR,도쿄(나리타),296106,False,False,1.2,Tuesday,10
287,2026-10-14,대한항공,FSC,KR,도쿄(나리타),324154,False,False,1.2,Wednesday,10
288,2026-10-15,대한항공,FSC,KR,도쿄(나리타),329183,False,False,1.2,Thursday,10
289,2026-10-16,대한항공,FSC,KR,도쿄(나리타),312465,False,False,1.2,Friday,10
