hotel_id,date,destination,avg_price_per_night,is_weekend,is_peak_season,month
40,2026-02-09,도쿄(나리타),134420,False,False,2
41,2026-02-10,도쿄(나리타),142631,False,False,2
42,2026-02-11,도쿄(나리타),144310,False,False,2
43,2026-02-12,도쿄(나리타),144913,False,False,2
44,2026-02-13,도쿄(나리타),153213,False,False,2
45,2026-02-14,도쿄(나리타),158949,True,False,2
46,2026-02-15,도쿄(나리타),149871,True,False,2
47,2026-02-16,도쿄(나리타),148698,False,False,2
48,2026-02-17,도쿄(나리타),152562,False,False,2
49,2026-02-18,도쿄(나리타),138797,False,False,2
50,2026-02-19,도쿄(나리타),148184,False,False,2
51,2026-02-20,도쿄(나리타),133831,False,False,2
52,2026-02-21,도쿄(나리타),153392,True,False,2
53,2026-02-22,도쿄(나리타),171364,True,False,2
54,2026-02-23,도쿄(나리타),155845,False,False,2
55,2026-02-24,도쿄(나리타),146169,False,False,2
56,2026-02-25,도쿄(나리타),149827,False,False,2
57,2026-02-26,도쿄(나리타),154195,False,False,2
58,2026-02-27,도쿄(나리타),157206,False,False,2
59,2026-02-28,도쿄(나리타),158079,True,False,2
60,2026-03-01,도쿄(나리타),173713,True,False,3
61,2026-03-02,도쿄(나리타),153368,False,False,3
62,2026-03-03,도쿄(나리타),142645,False,False,3
63,2026-03-04,도쿄(나리타),153591,False,False,3
64,2026-03-05,도쿄(나리타),165067,False,False,3
65,2026-03-06,도쿄(나리타),165512,False,False,3
66,2026-03-07,도쿄(나리타),185066,True,False,3
67,2026-03-08,도쿄(나리타),156206,True,False,3
68,2026-03-09,도쿄(나리타),156847,False,False,3
69,2026-03-10,도쿄(나리타),143751,False,False,3
70,2026-03-11,도쿄(나리타),146663,False,False,3
71,2026-03-12,도쿄(나리타),168486,False,False,3
72,2026-03-13,도쿄(나리타),155899,False,False,3
73,2026-03-14,도쿄(나리타),180473,True,False,3
74,2026-03-15,도쿄(나리타),156649,True,False,3
75,2026-03-16,도쿄(나리타),153404,False,False,3
76,2026-03-17,도쿄(나리타),161436,False,False,3
77,2026-03-18,도쿄(나리타),144562,False,False,3
78,2026-03-19,도쿄(나리타),150565,False,False,3
79,2026-03-20,도쿄(나리타),175278,False,True,3
80,2026-03-21,도쿄(나리타),217592,True,True,3
81,2026-03-22,도쿄(나리타),231090,True,True,3
82,2026-03-23,도쿄(나리타),204558,False,True,3
83,2026-03-24,도쿄(나리타),210225,False,True,3
84,2026-03-25,도쿄(나리타),205271,False,True,3
85,2026-03-26,도쿄(나리타),205639,False,True,3
86,2026-03-27,도쿄(나리타),194963,False,True,3
87,2026-03-28,도쿄(나리타),211970,True,True,3
88,2026-03-29,도쿄(나리타),207240,True,True,3
89,2026-03-30,도쿄(나리타),204214,False,True,3
90,2026-03-31,도쿄(나리타),179791,False,True,3
91,2026-04-01,도쿄(나리타),174959,False,True,4
92,2026-04-02,도쿄(나리타),209199,False,True,4
93,2026-04-03,도쿄(나리타),172945,False,True,4
94,2026-04-04,도쿄(나리타),231341,True,True,4
95,2026-04-05,도쿄(나리타),220866,True,True,4
96,2026-04-06,도쿄(나리타),185414,False,True,4
97,2026-04-07,도쿄(나리타),199596,False,True,4
98,2026-04-08,도쿄(나리타),204206,False,True,4
99,2026-04-09,도쿄(나리타),182221,False,True,4
100,2026-04-10,도쿄(나리타),202402,False,True,4
101,2026-04-11,도쿄(나리타),224056,True,True,4
102,2026-04-12,도쿄(나리타),200612,True,True,4
103,2026-04-13,도쿄(나리타),174409,False,True,4
104,2026-04-14,도쿄(나리타),180638,False,True,4
105,2026-04-15,도쿄(나리타),180504,False,True,4
106,2026-04-16,도쿄(나리타),142435,False,False,4
107,2026-04-17,도쿄(나리타),163051,False,False,4
108,2026-04-18,도쿄(나리타),167480,True,False,4
109,2026-04-19,도쿄(나리타),184792,True,False,4
110,2026-04-20,도쿄(나리타),148267,False,False,4
111,2026-04-21,도쿄(나리타),154540,False,False,4
112,2026-04-22,도쿄(나리타),160337,False,False,4
113,2026-04-23,도쿄(나리타),167776,False,False,4
114,2026-04-24,도쿄(나리타),156768,False,False,4
115,2026-04-25,도쿄(나리타),167259,True,False,4
116,2026-04-26,도쿄(나리타),184195,True,False,4
117,2026-04-27,도쿄(나리타),150079,False,False,4
118,2026-04-28,도쿄(나리타),186840,False,True,4
119,2026-04-29,도쿄(나리타),201757,False,True,4
120,2026-04-30,도쿄(나리타),215631,False,True,4
121,2026-05-01,도쿄(나리타),206603,False,True,5
122,2026-05-02,도쿄(나리타),255107,True,True,5
123,2026-05-03,도쿄(나리타),255538,True,True,5
124,2026-05-04,도쿄(나리타),247541,False,True,5
125,2026-05-05,도쿄(나리타),218262,False,True,5
126,2026-05-06,도쿄(나리타),217914,False,True,5
127,2026-05-07,도쿄(나리타),118571,False,False,5
128,2026-05-08,도쿄(나리타),116565,False,False,5
129,2026-05-09,도쿄(나리타),138239,True,False,5
130,2026-05-10,도쿄(나리타),135742,True,False,5
131,2026-05-11,도쿄(나리타),126214,False,False,5
132,2026-05-12,도쿄(나리타),127681,False,False,5
133,2026-05-13,도쿄(나리타),130151,False,False,5
134,2026-05-14,도쿄(나리타),118342,False,False,5
135,2026-05-15,도쿄(나리타),131632,False,False,5
136,2026-05-16,도쿄(나리타),124493,True,False,5
137,2026-05-17,도쿄(나리타),137659,True,False,5
138,2026-05-18,도쿄(나리타),120816,False,False,5
139,2026-05-19,도쿄(나리타),127605,False,False,5
140,2026-05-20,도쿄(나리타),119442,False,False,5
141,2026-05-21,도쿄(나리타),126814,False,False,5
142,2026-05-22,도쿄(나리타),130324,False,False,5
143,2026-05-23,도쿄(나리타),138132,True,False,5
144,2026-05-24,도쿄(나리타),139288,True,False,5
145,2026-05-25,도쿄(나리타),109612,False,False,5
146,2026-05-26,도쿄(나리타),112918,False,False,5
147,2026-05-27,도쿄(나리타),131383,False,False,5
148,2026-05-28,도쿄(나리타),124636,False,False,5
149,2026-05-29,도쿄(나리타),121474,False,False,5
150,2026-05-30,도쿄(나리타),128488,True,False,5
151,2026-05-31,도쿄(나리타),119971,True,False,5
152,2026-06-01,도쿄(나리타),99330,False,False,6
153,2026-06-02,도쿄(나리타),101977,False,False,6
154,2026-06-03,도쿄(나리타),96113,False,False,6
155,2026-06-04,도쿄(나리타),95331,False,False,6
156,2026-06-05,도쿄(나리타),102171,False,False,6
157,2026-06-06,도쿄(나리타),114127,True,False,6
158,2026-06-07,도쿄(나리타),106363,True,False,6
159,2026-06-08,도쿄(나리타),103782,False,False,6
160,2026-06-09,도쿄(나리타),110166,False,False,6
161,2026-06-10,도쿄(나리타),101452,False,False,6
162,2026-06-11,도쿄(나리타),109290,False,False,6
163,2026-06-12,도쿄(나리타),110716,False,False,6
164,2026-06-13,도쿄(나리타),103053,True,False,6
165,2026-06-14,도쿄(나리타),103130,True,False,6
166,2026-06-15,도쿄(나리타),101511,False,False,6
167,2026-06-16,도쿄(나리타),103797,False,False,6
168,2026-06-17,도쿄(나리타),100488,False,False,6
169,2026-06-18,도쿄(나리타),98459,False,False,6
170,2026-06-19,도쿄(나리타),104876,False,False,6
171,2026-06-20,도쿄(나리타),101026,True,False,6
172,2026-06-21,도쿄(나리타),122703,True,False,6
173,2026-06-22,도쿄(나리타),96534,False,False,6
174,2026-06-23,도쿄(나리타),110508,False,False,6
175,2026-06-24,도쿄(나리타),94023,False,False,6
176,2026-06-25,도쿄(나리타),96656,False,False,6
177,2026-06-26,도쿄(나리타),96591,False,False,6
178,2026-06-27,도쿄(나리타),123333,True,False,6
179,2026-06-28,도쿄(나리타),101083,True,False,6
180,2026-06-29,도쿄(나리타),104848,False,False,6
181,2026-06-30,도쿄(나리타),109541,False,False,6
182,2026-07-01,도쿄(나리타),223442,False,True,7
183,2026-07-02,도쿄(나리타),210070,False,True,7
184,2026-07-03,도쿄(나리타),235798,False,True,7
185,2026-07-04,도쿄(나리타),256300,True,True,7
186,2026-07-05,도쿄(나리타),234461,True,True,7
187,2026-07-06,도쿄(나리타),219167,False,True,7
188,2026-07-07,도쿄(나리타),236196,False,True,7
189,2026-07-08,도쿄(나리타),236846,False,True,7
190,2026-07-09,도쿄(나리타),213832,False,True,7
191,2026-07-10,도쿄(나리타),231005,False,True,7
192,2026-07-11,도쿄(나리타),228190,True,True,7
193,2026-07-12,도쿄(나리타),231508,True,True,7
194,2026-07-13,도쿄(나리타),201520,False,True,7
195,2026-07-14,도쿄(나리타),203436,False,True,7
196,2026-07-15,도쿄(나리타),222776,False,True,7
197,2026-07-16,도쿄(나리타),216465,False,True,7
198,2026-07-17,도쿄(나리타),204384,False,True,7
199,2026-07-18,도쿄(나리타),232986,True,True,7
200,2026-07-19,도쿄(나리타),231573,True,True,7
201,2026-07-20,도쿄(나리타),263393,False,True,7
202,2026-07-21,도쿄(나리타),256971,False,True,7
203,2026-07-22,도쿄(나리타),234622,False,True,7
204,2026-07-23,도쿄(나리타),259867,False,True,7
205,2026-07-24,도쿄(나리타),232446,False,True,7
206,2026-07-25,도쿄(나리타),272865,True,True,7
207,2026-07-26,도쿄(나리타),288639,True,True,7
208,2026-07-27,도쿄(나리타),234733,False,True,7
209,2026-07-28,도쿄(나리타),248634,False,True,7
210,2026-07-29,도쿄(나리타),230204,False,True,7
211,2026-07-30,도쿄(나리타),228782,False,True,7
212,2026-07-31,도쿄(나리타),243559,False,True,7
213,2026-08-01,도쿄(나리타),318235,True,True,8
214,2026-08-02,도쿄(나리타),287678,True,True,8
215,2026-08-03,도쿄(나리타),287107,False,True,8
216,2026-08-04,도쿄(나리타),285878,False,True,8
217,2026-08-05,도쿄(나리타),250998,False,True,8
218,2026-08-06,도쿄(나리타),258816,False,True,8
219,2026-08-07,도쿄(나리타),271566,False,True,8
220,2026-08-08,도쿄(나리타),291448,True,True,8
221,2026-08-09,도쿄(나리타),266933,True,True,8
222,2026-08-10,도쿄(나리타),290067,False,True,8
223,2026-08-11,도쿄(나리타),277340,False,True,8
224,2026-08-12,도쿄(나리타),260710,False,True,8
225,2026-08-13,도쿄(나리타),270239,False,True,8
226,2026-08-14,도쿄(나리타),242223,False,True,8
227,2026-08-15,도쿄(나리타),290127,True,True,8
228,2026-08-16,도쿄(나리타),258073,True,True,8
229,2026-08-17,도쿄(나리타),233133,False,True,8
230,2026-08-18,도쿄(나리타),208974,False,True,8
231,2026-08-19,도쿄(나리타),217355,False,True,8
232,2026-08-20,도쿄(나리타),224526,False,True,8
233,2026-08-21,도쿄(나리타),209088,False,True,8
234,2026-08-22,도쿄(나리타),216923,True,True,8
235,2026-08-23,도쿄(나리타),237858,True,True,8
236,2026-08-24,도쿄(나리타),220390,False,True,8
237,2026-08-25,도쿄(나리타),194652,False,True,8
238,2026-08-26,도쿄(나리타),198528,False,True,8
239,2026-08-27,도쿄(나리타),203354,False,True,8
240,2026-08-28,도쿄(나리타),209435,False,True,8
241,2026-08-29,도쿄(나리타),239550,True,True,8
242,2026-08-30,도쿄(나리타),227803,True,True,8
243,2026-08-31,도쿄(나리타),206331,False,True,8
244,2026-09-01,도쿄(나리타),115977,False,False,9
245,2026-09-02,도쿄(나리타),100333,False,False,9
246,2026-09-03,도쿄(나리타),107901,False,False,9
247,2026-09-04,도쿄(나리타),117781,False,False,9
248,2026-09-05,도쿄(나리타),121770,True,False,9
249,2026-09-06,도쿄(나리타),123960,True,False,9
250,2026-09-07,도쿄(나리타),106514,False,False,9
251,2026-09-08,도쿄(나리타),97630,False,False,9
252,2026-09-09,도쿄(나리타),111156,False,False,9
253,2026-09-10,도쿄(나리타),110849,False,False,9
254,2026-09-11,도쿄(나리타),99585,False,False,9
255,2026-09-12,도쿄(나리타),117900,True,False,9
256,2026-09-13,도쿄(나리타),128668,True,False,9
257,2026-09-14,도쿄(나리타),101629,False,False,9
258,2026-09-15,도쿄(나리타),107159,False,False,9
259,2026-09-16,도쿄(나리타),107159,False,False,9
260,2026-09-17,도쿄(나리타),114712,False,False,9
261,2026-09-18,도쿄(나리타),115010,False,False,9
262,2026-09-19,도쿄(나리타),124960,True,False,9
263,2026-09-20,도쿄(나리타),115603,True,False,9
264,2026-09-21,도쿄(나리타),98755,False,False,9
265,2026-09-22,도쿄(나리타),104748,False,False,9
266,2026-09-23,도쿄(나리타),111883,False,False,9
267,2026-09-24,도쿄(나리타),112379,False,False,9
268,2026-09-25,도쿄(나리타),118044,False,False,9
269,2026-09-26,도쿄(나리타),117698,True,False,9
270,2026-09-27,도쿄(나리타),121946,True,False,9
271,2026-09-28,도쿄(나리타),108846,False,False,9
272,2026-09-29,도쿄(나리타),100453,False,False,9
273,2026-09-30,도쿄(나리타),107161,False,False,9
274,2026-10-01,도쿄(나리타),145291,False,False,10
275,2026-10-02,도쿄(나리타),156981,False,False,10
276,2026-10-03,도쿄(나리타),154171,True,False,10
277,2026-10-04,도쿄(나리타),173609,True,False,10
278,2026-10-05,도쿄(나리타),145218,False,False,10
279,2026-10-06,도쿄(나리타),136583,False,False,10
280,2026-10-07,도쿄(나리타),135119,False,False,10
281,2026-10-08,도쿄(나리타),133680,False,False,10
282,2026-10-09,도쿄(나리타),142644,False,False,10
283,2026-10-10,도쿄(나리타),143254,True,False,10
284,2026-10-11,도쿄(나리타),156659,True,False,10
285,2026-10-12,도쿄(나리타),158066,False,False,10
286,2026-10-13,도쿄(나리타),148899,False,False,10
287,2026-10-14,도쿄(나리타),151481,False,False,10
288,2026-10-15,도쿄(나리타),133027,False,False,10
289,2026-10-16,도쿄(나리타),143225,False,False,10
290,2026-10-17,도쿄(나리타),151627,True,False,10
291,2026-10-18,도쿄(나리타),170885,True,False,10
292,2026-10-19,도쿄(나리타),134821,False,False,10
293,2026-10-20,도쿄(나리타),142811,False,False,10
294,2026-10-21,도쿄(나리타),146535,False,False,10
295,2026-10-22,도쿄(나리타),144404,False,False,10
296,2026-10-23,도쿄(나리타),153511,False,False,10
297,2026-10-24,도쿄(나리타),149892,True,False,10
298,2026-10-25,도쿄(나리타),154515,True,False,10
299,2026-10-26,도쿄(나리타),152412,False,False,10
300,2026-10-27,도쿄(나리타),144808,False,False,10
301,2026-10-28,도쿄(나리타),141180,False,False,10
302,2026-10-29,도쿄(나리타),130447,False,False,10
303,2026-10-30,도쿄(나리타),151297,False,False,10
304,2026-10-31,도쿄(나리타),173358,True,False,10
305,2026-11-01,도쿄(나리타),162210,True,False,11
306,2026-11-02,도쿄(나리타),154268,False,False,11
307,2026-11-03,도쿄(나리타),144486,False,False,11
308,2026-11-04,도쿄(나리타),136272,False,False,11
309,2026-11-05,도쿄(나리타),130015,False,False,11
310,2026-11-06,도쿄(나리타),148417,False,False,11
311,2026-11-07,도쿄(나리타),158181,True,False,11
312,2026-11-08,도쿄(나리타),167336,True,False,11
313,2026-11-09,도쿄(나리타),149606,False,False,11
314,2026-11-10,도쿄(나리타),158053,False,False,11
315,2026-11-11,도쿄(나리타),144297,False,False,11
316,2026-11-12,도쿄(나리타),141902,False,False,11
317,2026-11-13,도쿄(나리타),137858,False,False,11
318,2026-11-14,도쿄(나리타),157666,True,False,11
319,2026-11-15,도쿄(나리타),170212,True,False,11
320,2026-11-16,도쿄(나리타),130822,False,False,11
321,2026-11-17,도쿄(나리타),157763,False,False,11
322,2026-11-18,도쿄(나리타),158207,False,False,11
323,2026-11-19,도쿄(나리타),146817,False,False,11
324,2026-11-20,도쿄(나리타),139148,False,False,11
325,2026-11-21,도쿄(나리타),149626,True,False,11
326,2026-11-22,도쿄(나리타),151319,True,False,11
327,2026-11-23,도쿄(나리타),131043,False,False,11
328,2026-11-24,도쿄(나리타),143283,False,False,11
329,2026-11-25,도쿄(나리타),131250,False,False,11
330,2026-11-26,도쿄(나리타),150292,False,False,11
331,2026-11-27,도쿄(나리타),140311,False,False,11
332,2026-11-28,도쿄(나리타),148875,True,False,11
333,2026-11-29,도쿄(나리타),159820,True,False,11
334,2026-11-30,도쿄(나리타),157644,False,False,11
335,2026-12-01,도쿄(나리타),124683,False,False,12
336,2026-12-02,도쿄(나리타),119801,False,False,12
337,2026-12-03,도쿄(나리타),126645,False,False,12
338,2026-12-04,도쿄(나리타),125699,False,False,12
339,2026-12-05,도쿄(나리타),142341,True,False,12
340,2026-12-06,도쿄(나리타),124203,True,False,12
341,2026-12-07,도쿄(나리타),128613,False,False,12
342,2026-12-08,도쿄(나리타),115224,False,False,12
343,2026-12-09,도쿄(나리타),130583,False,False,12
344,2026-12-10,도쿄(나리타),114745,False,False,12
345,2026-12-11,도쿄(나리타),130244,False,False,12
346,2026-12-12,도쿄(나리타),144244,True,False,12
347,2026-12-13,도쿄(나리타),122640,True,False,12
348,2026-12-14,도쿄(나리타),131387,False,False,12
349,2026-12-15,도쿄(나리타),110057,False,False,12
350,2026-12-16,도쿄(나리타),113245,False,False,12
351,2026-12-17,도쿄(나리타),118660,False,False,12
352,2026-12-18,도쿄(나리타),131846,False,False,12
353,2026-12-19,도쿄(나리타),131698,True,False,12
354,2026-12-20,도쿄(나리타),199996,True,True,12
355,2026-12-21,도쿄(나리타),186999,False,True,12
356,2026-12-22,도쿄(나리타),196858,False,True,12
357,2026-12-23,도쿄(나리타),190200,False,True,12
358,2026-12-24,도쿄(나리타),226759,False,True,12
359,2026-12-25,도쿄(나리타),230543,False,True,12
360,2026-12-26,도쿄(나리타),242754,True,True,12
361,2026-12-27,도쿄(나리타),271627,True,True,12
362,2026-12-28,도쿄(나리타),224675,False,True,12
363,2026-12-29,도쿄(나리타),228355,False,True,12
364,2026-12-30,도쿄(나리타),258629,False,True,12
365,2026-12-31,도쿄(나리타),231684,False,True,12
366,2026-01-01,도쿄(하네다),263465,False,True,1
367,2026-01-02,도쿄(하네다),254673,False,True,1
368,2026-01-03,도쿄(하네다),261634,True,True,1
369,2026-01-04,도쿄(하네다),278155,True,True,1
370,2026-01-05,도쿄(하네다),255219,False,True,1
371,2026-01-06,도쿄(하네다),168345,False,False,1
372,2026-01-07,도쿄(하네다),150522,False,False,1
373,2026-01-08,도쿄(하네다),152232,False,False,1
374,2026-01-09,도쿄(하네다),164826,False,False,1
375,2026-01-10,도쿄(하네다),180487,True,False,1
376,2026-01-11,도쿄(하네다),181837,True,False,1
377,2026-01-12,도쿄(하네다),170157,False,False,1
378,2026-01-13,도쿄(하네다),165221,False,False,1
379,2026-01-14,도쿄(하네다),153117,False,False,1
380,2026-01-15,도쿄(하네다),166031,False,False,1
381,2026-01-16,도쿄(하네다),156270,False,False,1
382,2026-01-17,도쿄(하네다),163971,True,False,1
383,2026-01-18,도쿄(하네다),164836,True,False,1
384,2026-01-19,도쿄(하네다),147383,False,False,1
385,2026-01-20,도쿄(하네다),144923,False,False,1
386,2026-01-21,도쿄(하네다),146156,False,False,1
387,2026-01-22,도쿄(하네다),142371,False,False,1
388,2026-01-23,도쿄(하네다),168119,False,False,1
389,2026-01-24,도쿄(하네다),186392,True,False,1
390,2026-01-25,도쿄(하네다),174577,True,False,1
391,2026-01-26,도쿄(하네다),166623,False,False,1
392,2026-01-27,도쿄(하네다),146127,False,False,1
393,2026-01-28,도쿄(하네다),168532,False,False,1
394,2026-01-29,도쿄(하네다),156198,False,False,1
395,2026-01-30,도쿄(하네다),142495,False,False,1
396,2026-01-31,도쿄(하네다),159289,True,False,1
397,2026-02-01,도쿄(하네다),165044,True,False,2
398,2026-02-02,도쿄(하네다),141758,False,False,2
399,2026-02-03,도쿄(하네다),150049,False,False,2
400,2026-02-04,도쿄(하네다),142269,False,False,2
401,2026-02-05,도쿄(하네다),147764,False,False,2
402,2026-02-06,도쿄(하네다),148688,False,False,2
403,2026-02-07,도쿄(하네다),188566,True,False,2
404,2026-02-08,도쿄(하네다),162523,True,False,2
405,2026-02-09,도쿄(하네다),147862,False,False,2
406,2026-02-10,도쿄(하네다),161827,False,False,2
407,2026-02-11,도쿄(하네다),167211,False,False,2
408,2026-02-12,도쿄(하네다),152476,False,False,2
409,2026-02-13,도쿄(하네다),167719,False,False,2
410,2026-02-14,도쿄(하네다),166113,True,False,2
411,2026-02-15,도쿄(하네다),161201,True,False,2
412,2026-02-16,도쿄(하네다),150684,False,False,2
413,2026-02-17,도쿄(하네다),159411,False,False,2
414,2026-02-18,도쿄(하네다),151854,False,False,2
415,2026-02-19,도쿄(하네다),161394,False,False,2
416,2026-02-20,도쿄(하네다),147792,False,False,2
417,2026-02-21,도쿄(하네다),178498,True,False,2
418,2026-02-22,도쿄(하네다),166364,True,False,2
419,2026-02-23,도쿄(하네다),154623,False,False,2
420,2026-02-24,도쿄(하네다),157801,False,False,2
421,2026-02-25,도쿄(하네다),161810,False,False,2
422,2026-02-26,도쿄(하네다),147847,False,False,2
423,2026-02-27,도쿄(하네다),166481,False,False,2
424,2026-02-28,도쿄(하네다),179213,True,False,2
425,2026-03-01,도쿄(하네다),176013,True,False,3
426,2026-03-02,도쿄(하네다),185054,False,False,3
427,2026-03-03,도쿄(하네다),174570,False,False,3
428,2026-03-04,도쿄(하네다),167392,False,False,3
429,2026-03-05,도쿄(하네다),157424,False,False,3
430,2026-03-06,도쿄(하네다),170122,False,False,3
431,2026-03-07,도쿄(하네다),173436,True,False,3
432,2026-03-08,도쿄(하네다),183278,True,False,3
433,2026-03-09,도쿄(하네다),165914,False,False,3
434,2026-03-10,도쿄(하네다),176433,False,False,3
435,2026-03-11,도쿄(하네다),158602,False,False,3
436,2026-03-12,도쿄(하네다),179879,False,False,3
437,2026-03-13,도쿄(하네다),163123,False,False,3
438,2026-03-14,도쿄(하네다),183817,True,False,3
439,2026-03-15,도쿄(하네다),196025,True,False,3
440,2026-03-16,도쿄(하네다),173238,False,False,3
441,2026-03-17,도쿄(하네다),162511,False,False,3
442,2026-03-18,도쿄(하네다),165153,False,False,3
443,2026-03-19,도쿄(하네다),162435,False,False,3
444,2026-03-20,도쿄(하네다),211942,False,True,3
445,2026-03-21,도쿄(하네다),221140,True,True,3
446,2026-03-22,도쿄(하네다),239127,True,True,3
447,2026-03-23,도쿄(하네다),211319,False,True,3
448,2026-03-24,도쿄(하네다),193261,False,True,3
449,2026-03-25,도쿄(하네다),200107,False,True,3
450,2026-03-26,도쿄(하네다),196412,False,True,3
451,2026-03-27,도쿄(하네다),203437,False,True,3
452,2026-03-28,도쿄(하네다),229531,True,True,3
453,2026-03-29,도쿄(하네다),229109,True,True,3
454,2026-03-30,도쿄(하네다),218588,False,True,3
455,2026-03-31,도쿄(하네다),195069,False,True,3
456,2026-04-01,도쿄(하네다),226573,False,True,4
457,2026-04-02,도쿄(하네다),201462,False,True,4
458,2026-04-03,도쿄(하네다),199690,False,True,4
459,2026-04-04,도쿄(하네다),237273,True,True,4
460,2026-04-05,도쿄(하네다),242780,True,True,4
461,2026-04-06,도쿄(하네다),202944,False,True,4
462,2026-04-07,도쿄(하네다),218268,False,True,4
463,2026-04-08,도쿄(하네다),223963,False,True,4
464,2026-04-09,도쿄(하네다),219099,False,True,4
465,2026-04-10,도쿄(하네다),188622,False,True,4
466,2026-04-11,도쿄(하네다),243780,True,True,4
467,2026-04-12,도쿄(하네다),241360,True,True,4
468,2026-04-13,도쿄(하네다),215042,False,True,4
469,2026-04-14,도쿄(하네다),218816,False,True,4
470,2026-04-15,도쿄(하네다),227944,False,True,4
471,2026-04-16,도쿄(하네다),166671,False,False,4
472,2026-04-17,도쿄(하네다),154372,False,False,4
473,2026-04-18,도쿄(하네다),184445,True,False,4
474,2026-04-19,도쿄(하네다),169036,True,False,4
475,2026-04-20,도쿄(하네다),162045,False,False,4
476,2026-04-21,도쿄(하네다),171936,False,False,4
477,2026-04-22,도쿄(하네다),162565,False,False,4
478,2026-04-23,도쿄(하네다),175266,False,False,4
479,2026-04-24,도쿄(하네다),179883,False,False,4
480,2026-04-25,도쿄(하네다),182941,True,False,4
481,2026-04-26,도쿄(하네다),200777,True,False,4
482,2026-04-27,도쿄(하네다),154798,False,False,4
483,2026-04-28,도쿄(하네다),236033,False,True,4
484,2026-04-29,도쿄(하네다),235522,False,True,4
485,2026-04-30,도쿄(하네다),213132,False,True,4
486,2026-05-01,도쿄(하네다),237056,False,True,5
487,2026-05-02,도쿄(하네다),261108,True,True,5
488,2026-05-03,도쿄(하네다),288621,True,True,5
489,2026-05-04,도쿄(하네다),263383,False,True,5
490,2026-05-05,도쿄(하네다),238588,False,True,5
491,2026-05-06,도쿄(하네다),251573,False,True,5
492,2026-05-07,도쿄(하네다),120612,False,False,5
493,2026-05-08,도쿄(하네다),129188,False,False,5
494,2026-05-09,도쿄(하네다),157265,True,False,5
495,2026-05-10,도쿄(하네다),133242,True,False,5
496,2026-05-11,도쿄(하네다),141636,False,False,5
497,2026-05-12,도쿄(하네다),138430,False,False,5
498,2026-05-13,도쿄(하네다),142277,False,False,5
499,2026-05-14,도쿄(하네다),121669,False,False,5
500,2026-05-15,도쿄(하네다),122551,False,False,5
501,2026-05-16,도쿄(하네다),129182,True,False,5
502,2026-05-17,도쿄(하네다),149426,True,False,5
503,2026-05-18,도쿄(하네다),133746,False,False,5
504,2026-05-19,도쿄(하네다),121629,False,False,5
505,2026-05-20,도쿄(하네다),137569,False,False,5
506,2026-05-21,도쿄(하네다),124779,False,False,5
507,2026-05-22,도쿄(하네다),120509,False,False,5
508,2026-05-23,도쿄(하네다),140785,True,False,5
509,2026-05-24,도쿄(하네다),131301,True,False,5
510,2026-05-25,도쿄(하네다),123844,False,False,5
511,2026-05-26,도쿄(하네다),126654,False,False,5
512,2026-05-27,도쿄(하네다),139148,False,False,5
513,2026-05-28,도쿄(하네다),137606,False,False,5
514,2026-05-29,도쿄(하네다),128511,False,False,5
515,2026-05-30,도쿄(하네다),149422,True,False,5
